,AirBnb Neighborhood,AirBnb Price,AirBnb Type,AirBnb Lat,AirBnb Long,AirBnb Source,neighborhood name,Regular Price,Regular Type,Regular Lat,Regular Long,Regular Source
2215,"{'id': 115729, 'name': 'South LA'}",3312,House,33.98945999,-118.3280716,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2216,"{'id': 115729, 'name': 'South LA'}",3312,House,33.98945999,-118.3280716,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2217,"{'id': 115729, 'name': 'South LA'}",3312,House,33.98945999,-118.3280716,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2218,"{'id': 115729, 'name': 'South LA'}",3312,House,33.98945999,-118.3280716,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2219,"{'id': 115729, 'name': 'South LA'}",3312,House,33.98945999,-118.3280716,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2220,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2221,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2222,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2223,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2224,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2225,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2226,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2227,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2228,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2229,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2230,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2231,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2232,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2233,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2234,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2235,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2236,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2237,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2238,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2239,"{'id': 115729, 'name': 'South LA'}",1926,House,33.97126007,-118.3268127,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2240,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2241,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2242,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2243,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2244,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2245,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2246,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2247,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2248,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2249,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2250,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2251,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2252,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2253,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2254,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2255,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2256,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2257,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2258,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2259,"{'id': 115729, 'name': 'South LA'}",3132,Guesthouse,33.99412918,-118.3416824,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2260,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2261,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2262,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2263,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2264,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2265,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2266,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2267,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2268,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2269,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2270,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2271,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2272,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2273,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2274,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2275,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2276,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2277,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2278,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2279,"{'id': 115729, 'name': 'South LA'}",2412,House,33.98992157,-118.3354187,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2280,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2281,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2282,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2283,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2284,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2285,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2286,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2287,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2288,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2289,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2290,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2291,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2292,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2293,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2294,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2295,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2296,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2297,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2298,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2299,"{'id': 115729, 'name': 'South LA'}",1638,Guesthouse,33.9875412,-118.3481674,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2300,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2301,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2302,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2303,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2304,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2305,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2306,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2307,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2308,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2309,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2310,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2311,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2312,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2313,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2314,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2315,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2316,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2317,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2318,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2319,"{'id': 115729, 'name': 'South LA'}",3330,House,33.99359131,-118.3492737,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2320,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2321,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2322,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2323,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2324,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2325,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2326,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2327,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2328,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2329,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2330,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2331,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2332,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2333,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2334,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2335,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2336,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2337,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2338,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2339,"{'id': 115729, 'name': 'South LA'}",1044,Guesthouse,33.98522949,-118.3488312,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2340,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2341,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2342,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2343,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2344,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2345,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2346,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2347,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2348,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2349,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2350,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2351,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2352,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2353,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2354,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2355,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2356,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2357,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2358,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2359,"{'id': 115729, 'name': 'South LA'}",3420,House,33.99261093,-118.3431168,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2360,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2361,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2362,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
2363,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,995,apartment,33.95230103,-118.2860031,Reguar
2364,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1050,single_home,33.96910095,-118.2850037,Reguar
2365,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1095,apartment,34.00669861,-118.2890015,Reguar
2366,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1095,apartment,33.97850037,-118.2890015,Reguar
2367,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1095,apartment,33.95230103,-118.2860031,Reguar
2368,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1100,apartment,33.95069885,-118.2850037,Reguar
2369,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1100,single_home,33.97309875,-118.2850037,Reguar
2370,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1100,apartment,33.99940109,-118.2890015,Reguar
2371,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1100,apartment,33.97180176,-118.2860031,Reguar
2372,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1150,apartment,33.99670029,-118.2890015,Reguar
2373,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1200,apartment,33.96910095,-118.2850037,Reguar
2374,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1213,single_home,34.00299835,-118.2870026,Reguar
2375,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1250,single_home,33.94520187,-118.2890015,Reguar
2376,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1350,apartment,34.00979996,-118.2890015,Reguar
2377,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1350,single_home,33.95289993,-118.2900009,Reguar
2378,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1350,apartment,33.97200012,-118.2860031,Reguar
2379,"{'id': 115729, 'name': 'South LA'}",3294,House,33.99082184,-118.3467178,Airbnb,South Los Angeles,1450,apartment,34.0060997,-118.288002,Reguar
2380,"{'id': 115836, 'name': 'South LA'}",1242,Guesthouse,34.01636124,-118.3227615,Airbnb,South Los Angeles,2295,single_home,33.9799881,-118.278038,Reguar
2381,"{'id': 115836, 'name': 'South LA'}",1242,Guesthouse,34.01636124,-118.3227615,Airbnb,South Los Angeles,850,apartment,33.96039963,-118.2890015,Reguar
2382,"{'id': 115836, 'name': 'South LA'}",1242,Guesthouse,34.01636124,-118.3227615,Airbnb,South Los Angeles,989,apartment,33.97359848,-118.2860031,Reguar
